SampleNumber,Test,Matrix,TestPrice,CustomerTestPrice,AnalysisTime,AnalysisEmployee,Site,CollectDate,OrderDetails_User1,OrderDetails_User2,CustomerID,ProjectID,Param,Results_Method,Result,Results_Units,RepLimit,Instrument
2023061302-02,DOC,Enclosure Water,,,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,DOC,ELA-DOC,,µmol/L,,Elementar Enviro-TOC
2023061302-02,NH3,Enclosure Water,6.85,6.85,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,NH3-N,ELA-NOxNH3,8,µg/L,6,AutoAnalyzer 3
2023061302-02,NO2,Enclosure Water,6.22,6.22,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,NO2-N,ELA-NOxNH3,9.8,µg/L,0.6,AutoAnalyzer 3
2023061302-02,NO3,Enclosure Water,6.3,6.3,6/14/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,NO3-N,ELA-NOxNH3,137,µg/L,0.5,AutoAnalyzer 3
2023061302-02,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-02,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-02,Part P,Enclosure Water,13.84,13.84,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-02,Phytoplankton taxonomy,Enclosure Water,135,135,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,,Zeiss invertoscope inverted microscope
2023061302-02,SRSi,Enclosure Water,8.09,8.09,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-02,TDN,Enclosure Water,8.94,8.94,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023061302-02,TDP,Enclosure Water,8.54,8.54,,,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023061302-02,Turbidity,Enclosure Water,6.39,6.39,6/14/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-03,6/13/2023,,,MANOOMIN,Wild4Rice,Turbidity,ELA-MT100,7.63,NTU,,MANTECH MT-100
2023061302-03,Alk,Enclosure Water,4.31,4.31,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Alk,ELA-MT100,284,µEq/L,,MANTECH MT-100
2023061302-03,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023061302-03,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023061302-03,Archive,Enclosure Water,0,0,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Archive,ELA-Archive,,,,
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023061302-03,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-03,Chla,Enclosure Water,11.44,11.44,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Chla,ELA-Chla,,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023061302-03,DIC,Enclosure Water,9.46,9.46,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,DIC,ELA-DIC,305,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer
2023061302-03,DOC,Enclosure Water,,,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,DOC,ELA-DOC,,µmol/L,,Elementar Enviro-TOC
2023061302-03,NH3,Enclosure Water,6.85,6.85,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,NH3-N,ELA-NOxNH3,7,µg/L,6,AutoAnalyzer 3
2023061302-03,NO2,Enclosure Water,6.22,6.22,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,NO2-N,ELA-NOxNH3,4.6,µg/L,0.6,AutoAnalyzer 3
2023061302-03,NO3,Enclosure Water,6.3,6.3,6/14/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,NO3-N,ELA-NOxNH3,167,µg/L,0.5,AutoAnalyzer 3
2023061302-03,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-03,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-03,Part P,Enclosure Water,13.84,13.84,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-03,Phytoplankton taxonomy,Enclosure Water,135,135,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,,Zeiss invertoscope inverted microscope
2023061302-03,SRSi,Enclosure Water,8.09,8.09,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-03,TDN,Enclosure Water,8.94,8.94,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023061302-03,TDP,Enclosure Water,8.54,8.54,,,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023061302-03,Turbidity,Enclosure Water,6.39,6.39,6/14/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-04,6/13/2023,,,MANOOMIN,Wild4Rice,Turbidity,ELA-MT100,6.74,NTU,,MANTECH MT-100
2023061302-04,Alk,Enclosure Water,4.31,4.31,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Alk,ELA-MT100,218.4,µEq/L,,MANTECH MT-100
2023061302-04,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023061302-04,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023061302-04,Archive,Enclosure Water,0,0,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Archive,ELA-Archive,,,,
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023061302-04,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-04,Chla,Enclosure Water,11.44,11.44,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Chla,ELA-Chla,,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023061302-04,DIC,Enclosure Water,9.46,9.46,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,DIC,ELA-DIC,201,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer
2023061302-04,DOC,Enclosure Water,,,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,DOC,ELA-DOC,,µmol/L,,Elementar Enviro-TOC
2023061302-04,NH3,Enclosure Water,6.85,6.85,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,NH3-N,ELA-NOxNH3,3,µg/L,6,AutoAnalyzer 3
2023061302-04,NO2,Enclosure Water,6.22,6.22,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,NO2-N,ELA-NOxNH3,0.3,µg/L,0.6,AutoAnalyzer 3
2023061302-04,NO3,Enclosure Water,6.3,6.3,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,NO3-N,ELA-NOxNH3,2,µg/L,1,AutoAnalyzer 3
2023061302-04,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-04,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-04,Part P,Enclosure Water,13.84,13.84,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-04,Phytoplankton taxonomy,Enclosure Water,135,135,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,,Zeiss invertoscope inverted microscope
2023061302-04,SRSi,Enclosure Water,8.09,8.09,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-04,TDN,Enclosure Water,8.94,8.94,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023061302-04,TDP,Enclosure Water,8.54,8.54,,,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023061302-04,Turbidity,Enclosure Water,6.39,6.39,6/14/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-05,6/13/2023,,,MANOOMIN,Wild4Rice,Turbidity,ELA-MT100,2.06,NTU,,MANTECH MT-100
2023061302-05,Alk,Enclosure Water,4.31,4.31,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Alk,ELA-MT100,482.3,µEq/L,,MANTECH MT-100
2023061302-05,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023061302-05,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023061302-05,Archive,Enclosure Water,0,0,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Archive,ELA-Archive,,,,
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023061302-05,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-05,Chla,Enclosure Water,11.44,11.44,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Chla,ELA-Chla,,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023061302-05,DIC,Enclosure Water,9.46,9.46,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,DIC,ELA-DIC,530,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer
2023061302-05,DOC,Enclosure Water,,,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,DOC,ELA-DOC,,µmol/L,,Elementar Enviro-TOC
2023061302-05,NH3,Enclosure Water,6.85,6.85,6/13/2023 12:00:00 AM,bcooney,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,NH3-N,ELA-NOxNH3,337,µg/L,6,AutoAnalyzer 3
2023061302-05,NO2,Enclosure Water,6.22,6.22,6/14/2023 12:00:00 AM,bcooney,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,NO2-N,ELA-NOxNH3,60.4,µg/L,0.1,AutoAnalyzer 3
2023061302-05,NO3,Enclosure Water,6.3,6.3,6/14/2023 12:00:00 AM,bcooney,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,NO3-N,ELA-NOxNH3,50,µg/L,0.5,AutoAnalyzer 3
2023061302-05,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-05,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-05,Part P,Enclosure Water,13.84,13.84,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-05,Phytoplankton taxonomy,Enclosure Water,135,135,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,,Zeiss invertoscope inverted microscope
2023061302-05,SRSi,Enclosure Water,8.09,8.09,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-05,TDN,Enclosure Water,8.94,8.94,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023061302-05,TDP,Enclosure Water,8.54,8.54,,,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023061302-05,Turbidity,Enclosure Water,6.39,6.39,6/14/2023 12:00:00 AM,jthoroski,LAND ENCL MANOOMIN-06,6/13/2023,,,MANOOMIN,Wild4Rice,Turbidity,ELA-MT100,23.5,NTU,,MANTECH MT-100
2023061302-06,Alk,Enclosure Water,4.31,4.31,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Alk,ELA-MT100,356.4,µEq/L,,MANTECH MT-100
2023061302-06,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023061302-06,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023061302-06,Archive,Enclosure Water,0,0,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Archive,ELA-Archive,,,,
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Mo,UA-ICP,,mg/L,0.0015,Thermo ICAP-6300 ICP-OES
2023061302-06,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Na,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-06,Chla,Enclosure Water,11.44,11.44,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Chla,ELA-Chla,,µg/L,0.5,Turner Designs Trilogy Fluorometer
2023061302-06,DIC,Enclosure Water,9.46,9.46,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,DIC,ELA-DIC,306,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer
2023061302-06,DOC,Enclosure Water,,,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,DOC,ELA-DOC,,µmol/L,,Elementar Enviro-TOC
2023061302-06,NH3,Enclosure Water,6.85,6.85,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,NH3-N,ELA-NOxNH3,13,µg/L,6,AutoAnalyzer 3
2023061302-06,NO2,Enclosure Water,6.22,6.22,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,NO2-N,ELA-NOxNH3,6.3,µg/L,0.6,AutoAnalyzer 3
2023061302-06,NO3,Enclosure Water,6.3,6.3,6/13/2023 12:00:00 AM,bcooney,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,NO3-N,ELA-NOxNH3,31,µg/L,1,AutoAnalyzer 3
2023061302-06,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Part C,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-06,Part C/N,Enclosure Water,18.19,18.19,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Part N,UA-C/N,,µg/L,10,Exeter CE 440 Elemental Analyzer
2023061302-06,Part P,Enclosure Water,13.84,13.84,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Part P,ELA-PartP,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-06,Phytoplankton taxonomy,Enclosure Water,135,135,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Total Biomass,ELA-Phytoplankton taxonomy,,mg/m^3,,Zeiss invertoscope inverted microscope
2023061302-06,SRSi,Enclosure Water,8.09,8.09,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,SRSi,ELA-SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer
2023061302-06,TDN,Enclosure Water,8.94,8.94,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,TDN,ELA-TDN/TDP,,µg/L,10.2,AutoAnalyzer 3
2023061302-06,TDP,Enclosure Water,8.54,8.54,,,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,TDP,ELA-TDN/TDP,,µg/L,,AutoAnalyzer 3
2023061302-06,Turbidity,Enclosure Water,6.39,6.39,6/14/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-07,6/13/2023,,,MANOOMIN,Wild4Rice,Turbidity,ELA-MT100,11,NTU,,MANTECH MT-100
2023061302-07,Alk,Enclosure Water,4.31,4.31,6/13/2023 12:00:00 AM,jthoroski,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Alk,ELA-MT100,319.6,µEq/L,,MANTECH MT-100
2023061302-07,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Cl,UA-ClSO4,,mg/L,0.03,Dionex DX-600 Ion Chromatograph
2023061302-07,Anions,Enclosure Water,19.28,19.28,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,SO4,UA-ClSO4,,mg/L,0.04,Dionex DX-600 Ion Chromatograph
2023061302-07,Archive,Enclosure Water,0,0,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Archive,ELA-Archive,,,,
2023061302-07,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Ca,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-07,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Fe,UA-ICP,,mg/L,0.02,Thermo ICAP-6300 ICP-OES
2023061302-07,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,K,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-07,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Mg,UA-ICP,,mg/L,0.01,Thermo ICAP-6300 ICP-OES
2023061302-07,Cations,Enclosure Water,16.07,16.07,,,LAND ENCL Wild4Rice-08,6/13/2023,,,MANOOMIN,Wild4Rice,Mn,UA-ICP,,mg/L,0.0145,Thermo ICAP-6300 ICP-OES
